theta_rad,theta_deg,A_observable,B_complement,A_plus_B,G_gap
0.07382742735936014,4.23,0.9945594063859808,0.005440593614019095,0.9999999999999999,0.005410993555146189
0.0746128255227576,4.275,0.9944432493722523,0.005556750627747709,1.0,0.005525873150208734
0.07539822368615504,4.32,0.994325872368957,0.005674127631042996,1.0,0.00564193190666963
0.07618362184955249,4.365,0.9942072756657111,0.00579272433428887,1.0,0.005759168679075807
0.07696902001294993,4.41,0.9940874595551401,0.005912540444859749,0.9999999999999999,0.005877582310347645
0.07775441817634739,4.455,0.9939664243328787,0.006033575667121301,1.0,0.005997171631790423
0.07853981633974483,4.5,0.9938441702975689,0.0061558297024311365,1.0,0.006117935463105803
0.07932521450314228,4.545,0.9937206977508605,0.006279302249139584,1.0,0.006239872612403535
0.08011061266653972,4.59,0.9935960069974096,0.006403993002590402,1.0,0.006362981876213175
0.08089601082993718,4.635000000000001,0.9934700983448783,0.00652990165512156,0.9999999999999999,0.006487262039496
0.08168140899333462,4.68,0.993342972103934,0.006657027896065963,0.9999999999999999,0.006612711875656962
0.08246680715673207,4.7250000000000005,0.9932146285882478,0.006785371411752262,1.0,0.006739330146556838
0.08325220532012952,4.77,0.9930850681144944,0.006914931885505575,1.0,0.006867115602524393
0.08403760348352697,4.815,0.9929542910023518,0.007045708997648327,1.0,0.006996066982368785
0.08482300164692443,4.86,0.992822297574499,0.007177702425500985,1.0,0.007126183013391942
0.08560839981032187,4.905,0.992689088156617,0.0073109118433828885,0.9999999999999999,0.007257462411401172
0.08639379797371932,4.95,0.9925546630773869,0.007445336922613043,1.0,0.007389903880721817
0.08717919613711676,4.995,0.9924190226684891,0.007580977331510924,1.0,0.007523506114210042
0.08796459430051422,5.040000000000001,0.9922821672646027,0.007717832735397311,1.0,0.00765826779326574
0.08874999246391166,5.085,0.9921440972034048,0.007855902796595095,0.9999999999999999,0.007794187587845543
0.08953539062730911,5.130000000000001,0.99200481282557,0.007995187174430131,1.0,0.00793126415647596
0.09032078879070655,5.175,0.991864314474768,0.008135685525232054,1.0,0.008069496146266585
0.09110618695410401,5.220000000000001,0.9917226024976648,0.00827739750233516,0.9999999999999999,0.008208882192923496
0.09189158511750145,5.265,0.9915796772439207,0.008420322756079223,0.9999999999999999,0.008349420920762676
0.0926769832808989,5.3100000000000005,0.9914355390661895,0.008564460933810393,0.9999999999999999,0.008491110942723628
0.09346238144429635,5.355,0.991290188320118,0.008709811679882046,1.0,0.008633950860383037
0.0942477796076938,5.4,0.9911436253643443,0.00885637463565566,1.0,0.008777939263968575
0.09503317777109124,5.445,0.9909958505604982,0.009004149439501714,0.9999999999999999,0.008923074732372834
0.0958185759344887,5.49,0.9908468642731995,0.009153135726800567,1.0,0.009069355833167335
0.09660397409788614,5.535,0.9906966668700568,0.009303333129943367,1.0000000000000002,0.009216781122616667
0.0973893722612836,5.58,0.990545258721667,0.009454741278332957,1.0,0.009365349145692743
0.09817477042468103,5.625,0.9903926402016153,0.009607359798384776,1.0,0.009515058436089158
0.09896016858807849,5.67,0.9902388116864723,0.009761188313527798,1.0000000000000002,0.009665907516235648
0.09974556675147593,5.715,0.9900837735557946,0.009916226444205452,1.0,0.009817894897312694
0.10053096491487339,5.760000000000001,0.9899275261921234,0.010072473807876568,1.0,0.009971019079266208
0.10131636307827084,5.805000000000001,0.9897700699809837,0.010229930019016304,1.0,0.010125278550822334
